mal_id	title	type	source	genre_action	genre_adventure	genre_comedy	genre_dementia	genre_demons	genre_drama	genre_ecchi	genre_fantasy	genre_game	genre_harem	genre_historical	genre_horror	genre_josei	genre_magic	genre_martial_arts	genre_mecha	genre_military	genre_music	genre_mystery	genre_parody	genre_police	genre_psychological	genre_romance	genre_samurai	genre_school	genre_sci_fi	genre_seinen	genre_shoujo	genre_shoujo_ai	genre_shounen	genre_slice_of_life	genre_space	genre_sports	genre_super_power	genre_supernatural	genre_thriller	genre_vampire	age_rating	year	season	air_start	air_end	episode_duration	episodes	score	score_rank	members	favorites	popularity_rank	studio	producer	licensor	url	url_image
28171	Shokugeki no Souma	tv	manga	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	PG-13	2015	spring	2015-04-04	2015-09-26	1500	24	8.51	107	728370	17517	52	J.C.Staff	Dentsu	Sentai Filmworks	https://myanimelist.net/anime/28171/Shokugeki_no_Souma	https://cdn.myanimelist.net/images/anime/3/72943.jpg
28223	Death Parade	tv	original	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	R	2015	winter	2015-01-10	2015-03-28	1380	12	8.24	295	762460	14793	46	Madhouse	VAP	Funimation	https://myanimelist.net/anime/28223/Death_Parade	https://cdn.myanimelist.net/images/anime/5/71553.jpg
28297	Ore Monogatari!!	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	PG-13	2015	spring	2015-04-09	2015-09-24	1320	24	8.05	506	337938	3138	224	Madhouse	VAP	Sentai Filmworks	https://myanimelist.net/anime/28297/Ore_Monogatari	https://cdn.myanimelist.net/images/anime/13/69455.jpg
28735	Shouwa Genroku Rakugo Shinjuu	tv	manga	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2016	winter	2016-01-09	2016-04-02	1560	13	8.62	70	162913	3737	595	Studio Deen	Starchild Records	none	https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu	https://cdn.myanimelist.net/images/anime/2/77907.jpg
28825	Himouto! Umaru-chan	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2015	summer	2015-07-09	2015-09-24	1440	12	7.36	2237	320543	3102	251	Doga Kobo	AT-X	Sentai Filmworks	https://myanimelist.net/anime/28825/Himouto_Umaru-chan	https://cdn.myanimelist.net/images/anime/12/75086.jpg
29067	Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2015	spring	2015-04-03	2015-06-26	180	13	7.47	1786	124560	149	839	Seven	DAX Production	none	https://myanimelist.net/anime/29067/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken_2_Sure-me	https://cdn.myanimelist.net/images/anime/9/73595.jpg
2966	Ookami to Koushinryou	tv	light novel	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2008	winter	2008-01-09	2008-03-26	1440	13	8.33	221	493868	14257	105	Imagin	Victor Entertainment	Funimation	https://myanimelist.net/anime/2966/Ookami_to_Koushinryou	https://cdn.myanimelist.net/images/anime/5/59401.jpg
29786	Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai	tv	light novel	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	R+	2015	summer	2015-07-04	2015-09-19	1380	12	7.47	1795	373113	2250	183	J.C.Staff	Frontier Works	Funimation	https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai	https://cdn.myanimelist.net/images/anime/6/75106.jpg
29803	Overlord	tv	light novel	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	R	2015	summer	2015-07-07	2015-09-29	1440	13	8.08	475	625200	11507	69	Madhouse	AT-X	Funimation	https://myanimelist.net/anime/29803/Overlord	https://cdn.myanimelist.net/images/anime/7/88019.jpg
2986	Bamboo Blade	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	PG-13	2007	fall	2007-10-02	2008-04-01	1440	26	7.37	2245	75378	288	1443	AIC A.S.T.A.	Square Enix	Funimation	https://myanimelist.net/anime/2986/Bamboo_Blade	https://cdn.myanimelist.net/images/anime/13/6979.jpg
30	Neon Genesis Evangelion	tv	original	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	1995	fall	1995-10-04	1996-03-27	1440	26	8.33	219	737653	47053	50	Gainax	TV Tokyo	ADV Films	https://myanimelist.net/anime/30/Neon_Genesis_Evangelion	https://cdn.myanimelist.net/images/anime/12/21418.jpg
30014	Momokuri	ona	web manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2015	winter	2015-12-24	2016-02-04	720	26	7.21	2876	51885	164	1694	Satelight	Lantis	Sentai Filmworks	https://myanimelist.net/anime/30014/Momokuri	https://cdn.myanimelist.net/images/anime/8/76056.jpg
30015	ReLIFE	tv	web manga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	summer	2016-07-02	2016-09-24	1380	13	8.13	413	479180	5260	117	TMS Entertainment	Aniplex	Funimation	https://myanimelist.net/anime/30015/ReLIFE	https://cdn.myanimelist.net/images/anime/3/82149.jpg
30240	Prison School	tv	manga	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	R+	2015	summer	2015-07-11	2015-09-26	1440	12	7.87	775	466955	4200	129	J.C.Staff	Genco	Funimation	https://myanimelist.net/anime/30240/Prison_School	https://cdn.myanimelist.net/images/anime/10/74231.jpg
30276	One Punch Man	tv	web manga	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	R	2015	fall	2015-10-05	2015-12-21	1440	12	8.7	46	1248212	37440	5	Madhouse	TV Tokyo	Viz Media	https://myanimelist.net/anime/30276/One_Punch_Man	https://cdn.myanimelist.net/images/anime/12/76049.jpg
30279	Yuru Yuri San☆Hai!	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	PG-13	2015	fall	2015-10-06	2015-12-22	1380	12	8.02	558	75960	579	1264	TYO Animations	Sotsu	none	https://myanimelist.net/anime/30279/Yuru_Yuri_San☆Hai	https://cdn.myanimelist.net/images/anime/7/76667.jpg
30307	Monster Musume no Iru Nichijou	tv	manga	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	R+	2015	summer	2015-07-08	2015-09-23	1380	12	7.18	2886	430520	3003	207	Lerche	Genco	Sentai Filmworks	https://myanimelist.net/anime/30307/Monster_Musume_no_Iru_Nichijou	https://cdn.myanimelist.net/images/anime/9/75104.jpg
30484	Steins;Gate 0	tv	visual novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	PG-13	2018	spring	2018-04-12	2018-09-27	1380	23	8.59	79	352878	5206	208	White Fox	Frontier Works	Funimation	https://myanimelist.net/anime/30484/Steins_Gate_0	https://cdn.myanimelist.net/images/anime/1375/93521.jpg
30503	Noragami Aragoto	tv	manga	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	PG-13	2015	fall	2015-10-03	2015-12-26	1440	13	8.39	178	655410	8186	62	Bones	Dentsu	Funimation	https://myanimelist.net/anime/30503/Noragami_Aragoto	https://cdn.myanimelist.net/images/anime/1689/94850.jpg
30831	Kono Subarashii Sekai ni Shukufuku wo!	tv	light novel	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	PG-13	2016	winter	2016-01-14	2016-03-17	1380	10	8.18	357	729874	18624	51	Studio Deen	Half H.P Studio	Crunchyroll	https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo	https://cdn.myanimelist.net/images/anime/8/77831.jpg
30991	Himouto! Umaru-chan OVA	ova	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2015	fall	2015-10-19	2017-04-19	1380	2	7.3	2376	50609	66	1942	Doga Kobo	none	none	https://myanimelist.net/anime/30991/Himouto_Umaru-chan_OVA	https://cdn.myanimelist.net/images/anime/7/76826.jpg
31043	Boku dake ga Inai Machi	tv	manga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	R	2016	winter	2016-01-08	2016-03-25	1380	12	8.54	88	833359	25409	35	A-1 Pictures	Aniplex	Aniplex of America	https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi	https://cdn.myanimelist.net/images/anime/10/77957.jpg
31163	Dimension W	tv	manga	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	R	2016	winter	2016-01-10	2016-03-27	1440	12	7.29	2515	202101	677	462	Orange	Bandai Visual	Funimation	https://myanimelist.net/anime/31163/Dimension_W	https://cdn.myanimelist.net/images/anime/8/86304.jpg
31174	Osomatsu-san	tv	original	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	2015	fall	2015-10-06	2016-03-29	1380	25	8.13	409	108849	3209	934	Studio Pierrot	TV Tokyo	Viz Media	https://myanimelist.net/anime/31174/Osomatsu-san	https://cdn.myanimelist.net/images/anime/7/76540.jpg
31234	Himouto! Umaru-chanS	special	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2015	fall	2015-09-16	2016-02-17	120	12	6.98	3687	42978	83	2191	Doga Kobo	none	Sentai Filmworks	https://myanimelist.net/anime/31234/Himouto_Umaru-chanS	https://cdn.myanimelist.net/images/anime/13/75074.jpg
31240	Re:Zero kara Hajimeru Isekai Seikatsu	tv	light novel	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	R	2016	spring	2016-04-04	2016-09-19	1500	25	8.38	185	873087	31691	30	White Fox	TV Tokyo	Funimation	https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu	https://cdn.myanimelist.net/images/anime/11/79410.jpg
31376	Flying Witch	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	PG-13	2016	spring	2016-04-10	2016-06-26	1380	12	7.56	1413	191819	1043	623	J.C.Staff	VAP	Sentai Filmworks	https://myanimelist.net/anime/31376/Flying_Witch	https://cdn.myanimelist.net/images/anime/6/80039.jpg
31500	High School Fleet	tv	original	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2016	spring	2016-04-10	2016-06-26	1440	12	7.34	2352	70932	581	1411	Production IMS	Aniplex	Aniplex of America	https://myanimelist.net/anime/31500/High_School_Fleet	https://cdn.myanimelist.net/images/anime/9/79670.jpg
31537	Manaria Friends	tv	game	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	PG-13	2019	winter	2019-01-21	2019-03-25	900	10	6.7	5069	69164	167	1439	CygamesPictures	Cygames	Sentai Filmworks	https://myanimelist.net/anime/31537/Manaria_Friends	https://cdn.myanimelist.net/images/anime/1580/95199.jpg
31564	Sansha Sanyou	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	spring	2016-04-11	2016-06-27	1440	12	7.16	3088	44994	103	1864	Doga Kobo	AT-X	Funimation	https://myanimelist.net/anime/31564/Sansha_Sanyou	https://cdn.myanimelist.net/images/anime/13/79415.jpg
31646	3-gatsu no Lion	tv	manga	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2016	fall	2016-10-08	2017-03-18	1500	22	8.45	135	252550	5754	343	Shaft	Aniplex	Aniplex of America	https://myanimelist.net/anime/31646/3-gatsu_no_Lion	https://cdn.myanimelist.net/images/anime/6/82898.jpg
31798	Kiznaiver	tv	original	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2016	spring	2016-04-09	2016-06-25	1440	12	7.56	1504	377594	2952	184	Trigger	Aniplex	Aniplex of America	https://myanimelist.net/anime/31798/Kiznaiver	https://cdn.myanimelist.net/images/anime/6/78466.jpg
31933	JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai	tv	manga	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	R	2016	spring	2016-04-02	2016-12-24	1380	39	8.61	64	334323	13571	280	David Production	Warner Bros. Japan	Viz Media	https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai	https://cdn.myanimelist.net/images/anime/3/79156.jpg
31952	Kono Bijutsubu ni wa Mondai ga Aru!	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	PG-13	2016	summer	2016-07-08	2016-09-23	1440	12	7.38	2168	149080	409	676	feel.	TBS	none	https://myanimelist.net/anime/31952/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru	https://cdn.myanimelist.net/images/anime/3/80688.jpg
31953	New Game!	tv	4-koma manga	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	summer	2016-07-04	2016-09-19	1440	12	7.72	1092	241522	2023	369	Doga Kobo	Frontier Works	Funimation	https://myanimelist.net/anime/31953/New_Game	https://cdn.myanimelist.net/images/anime/9/80417.jpg
31964	Boku no Hero Academia	tv	manga	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	PG-13	2016	spring	2016-04-03	2016-06-26	1440	13	8.42	153	1008692	30281	14	Bones	Dentsu	Funimation	https://myanimelist.net/anime/31964/Boku_no_Hero_Academia	https://cdn.myanimelist.net/images/anime/10/78745.jpg
32013	Oshiete! Galko-chan	tv	digital manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	winter	2016-01-08	2016-03-25	420	12	7.18	3004	98707	375	1015	feel.	none	none	https://myanimelist.net/anime/32013/Oshiete_Galko-chan	https://cdn.myanimelist.net/images/anime/3/77845.jpg
32182	Mob Psycho 100	tv	web manga	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	PG-13	2016	summer	2016-07-11	2016-09-27	1440	12	8.51	103	647661	13626	63	Bones	Warner Bros. Japan	Funimation	https://myanimelist.net/anime/32182/Mob_Psycho_100	https://cdn.myanimelist.net/images/anime/8/80356.jpg
32262	Renai Boukun	tv	web manga	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	PG-13	2017	spring	2017-04-07	2017-06-23	1380	12	6.88	4167	180074	431	535	EMT²	TV Tokyo	Funimation	https://myanimelist.net/anime/32262/Renai_Boukun	https://cdn.myanimelist.net/images/anime/9/84266.jpg
32438	Mayoiga	tv	original	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	2016	spring	2016-04-01	2016-06-17	1440	12	5.63	8930	162009	256	600	Diomedea	WOWOW	Ponycan USA	https://myanimelist.net/anime/32438/Mayoiga	https://cdn.myanimelist.net/images/anime/4/79413.jpg
32542	Sakamoto Desu ga?	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2016	spring	2016-04-08	2016-07-01	1440	12	7.67	1202	349916	1529	210	Studio Deen	Kadokawa Shoten	Sentai Filmworks	https://myanimelist.net/anime/32542/Sakamoto_Desu_ga	https://cdn.myanimelist.net/images/anime/4/79468.jpg
32607	Gi(a)rlish Number	tv	original	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	fall	2016-10-07	2016-12-23	1440	12	6.95	3905	76245	143	1282	Diomedea	Frontier Works	Sentai Filmworks	https://myanimelist.net/anime/32607/Giarlish_Number	https://cdn.myanimelist.net/images/anime/3/82291.jpg
32615	Youjo Senki	tv	light novel	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	2017	winter	2017-01-06	2017-03-31	1440	12	8.12	428	353318	5127	218	Nut	Media Factory	Funimation	https://myanimelist.net/anime/32615/Youjo_Senki	https://cdn.myanimelist.net/images/anime/5/82890.jpg
32681	Uchuu Patrol Luluco	tv	original	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	PG-13	2016	spring	2016-04-01	2016-06-24	420	13	7.67	1209	100631	911	987	Trigger	Half H.P Studio	Funimation	https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco	https://cdn.myanimelist.net/images/anime/4/79073.jpg
32686	Keijo!!!!!!!!	tv	manga	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	PG-13	2016	fall	2016-10-06	2016-12-22	1380	12	7.19	3020	236571	1026	444	Xebec	Sotsu	Funimation	https://myanimelist.net/anime/32686/Keijo	https://cdn.myanimelist.net/images/anime/10/81906.jpg
32901	Eromanga-sensei	tv	light novel	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2017	spring	2017-04-09	2017-06-25	1380	12	6.82	4381	318417	1900	255	A-1 Pictures	Aniplex	Aniplex of America	https://myanimelist.net/anime/32901/Eromanga-sensei	https://cdn.myanimelist.net/images/anime/2/86468.jpg
32902	Mahoutsukai no Yome: Hoshi Matsu Hito	ova	manga	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	PG-13	2016	fall	2016-09-10	2017-09-09	1380	3	8.18	338	194362	634	591	Wit Studio	Production I.G	Crunchyroll	https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito	https://cdn.myanimelist.net/images/anime/4/80587.jpg
32937	Kono Subarashii Sekai ni Shukufuku wo! 2	tv	light novel	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	PG-13	2017	winter	2017-01-12	2017-03-16	1380	10	8.37	191	543758	6269	90	Studio Deen	Kadokawa Shoten	none	https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2	https://cdn.myanimelist.net/images/anime/2/83188.jpg
32979	Flip Flappers	tv	original	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2016	fall	2016-10-06	2016-12-29	1380	13	7.75	993	121888	1582	827	Studio 3Hz	Sotsu	Sentai Filmworks	https://myanimelist.net/anime/32979/Flip_Flappers	https://cdn.myanimelist.net/images/anime/4/82292.jpg
32995	Yuri!!! on Ice	tv	original	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	PG-13	2016	fall	2016-10-06	2016-12-22	1380	12	8.13	418	337424	12551	232	MAPPA	Dentsu	Funimation	https://myanimelist.net/anime/32995/Yuri_on_Ice	https://cdn.myanimelist.net/images/anime/6/81149.jpg
32998	91 Days	tv	original	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	2016	summer	2016-07-09	2016-10-01	1440	12	7.88	735	300677	3038	276	Shuka	Shochiku	Funimation	https://myanimelist.net/anime/32998/91_Days	https://cdn.myanimelist.net/images/anime/13/80515.jpg
330	Midori no Hibi	tv	manga	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	R+	2004	spring	2004-04-04	2004-06-27	1440	13	7.37	2209	117103	545	882	Studio Pierrot	Bandai Visual	Media Blasters	https://myanimelist.net/anime/330/Midori_no_Hibi	https://cdn.myanimelist.net/images/anime/13/56961.jpg
33089	Kemono Friends	tv	game	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG	2017	winter	2017-01-11	2017-03-29	1440	12	7.68	1165	54889	902	1611	Yaoyorozu	TV Tokyo	Crunchyroll	https://myanimelist.net/anime/33089/Kemono_Friends	https://cdn.myanimelist.net/images/anime/2/83518.jpg
33091	Planetarian: Chiisana Hoshi no Yume	ona	visual novel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2016	summer	2016-07-07	2016-08-04	1080	5	7.59	1433	63640	322	1477	David Production	Visual Art's	Funimation	https://myanimelist.net/anime/33091/Planetarian__Chiisana_Hoshi_no_Yume	https://cdn.myanimelist.net/images/anime/11/80753.jpg
33094	WWW.Working!!	tv	web manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2016	fall	2016-10-01	2016-12-24	1380	13	7.48	1664	111264	275	1106	A-1 Pictures	Aniplex	none	https://myanimelist.net/anime/33094/WWWWorking	https://cdn.myanimelist.net/images/anime/11/82287.jpg
33191	Kishibe Rohan wa Ugokanai	ova	manga	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	R	2017	fall	2017-09-20	2020-03-25	1380	4	7.53	1498	38309	79	2432	David Production	Warner Bros. Japan	none	https://myanimelist.net/anime/33191/Kishibe_Rohan_wa_Ugokanai	https://cdn.myanimelist.net/images/anime/1716/103072.jpg
33206	Kobayashi-san Chi no Maid Dragon	tv	manga	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2017	winter	2017-01-12	2017-04-06	1440	13	8.16	375	448115	8181	131	Kyoto Animation	Lantis	Funimation	https://myanimelist.net/anime/33206/Kobayashi-san_Chi_no_Maid_Dragon	https://cdn.myanimelist.net/images/anime/5/85434.jpg
33255	Saiki Kusuo no Ψ-nan	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	PG-13	2016	summer	2016-07-04	2016-12-26	300	120	8.55	87	232684	5690	383	J.C.Staff	TV Tokyo	Funimation	https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan	https://cdn.myanimelist.net/images/anime/11/80167.jpg
33352	Violet Evergarden	tv	light novel	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2018	winter	2018-01-11	2018-04-05	1380	13	8.61	74	505730	13273	102	Kyoto Animation	Lantis	none	https://myanimelist.net/anime/33352/Violet_Evergarden	https://cdn.myanimelist.net/images/anime/1795/95088.jpg
3342	Mnemosyne: Mnemosyne no Musume-tachi	tv	original	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	R+	2008	winter	2008-02-04	2008-07-07	2700	6	7.41	2041	130813	947	766	Xebec	VAP	Funimation	https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi	https://cdn.myanimelist.net/images/anime/10/10918.jpg
33421	Hitori no Shita: The Outcast	tv	web manga	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	R	2016	summer	2016-07-09	2016-09-24	1440	12	6.79	4593	74642	141	1297	Namu Animation	Haoliners Animation League	none	https://myanimelist.net/anime/33421/Hitori_no_Shita__The_Outcast	https://cdn.myanimelist.net/images/anime/12/80346.jpg
33489	Little Witch Academia (TV)	tv	original	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PG	2017	winter	2017-01-09	2017-06-26	1440	25	8.08	472	295120	4446	287	Trigger	Ultra Super Pictures	none	https://myanimelist.net/anime/33489/Little_Witch_Academia_TV	https://cdn.myanimelist.net/images/anime/13/83934.jpg
